sep=;
Export Date/Time;Sat Jan 31 2026 01:28:14 GMT+0000 (Coordinated Universal Time),Saved Library Name;Physically Based
Exported From; Saved Library
Index;Original Library Name;Saved Collection Name;Original Color Name;User Color Name;Scan Type;DE00 to Scan;Match Degree;Scan Reference Index;Nix Device;Note;Date Saved;Illuminant;Observer;Measurement Mode;L;a;b;L;c;h;X;Y;Z;sRGB R;sRGB G;sRGB B;HEX;Density Status;Density C;Density M;Density Y;Density K;R400 nm;R410 nm;R420 nm;R430 nm;R440 nm;R450 nm;R460 nm;R470 nm;R480 nm;R490 nm;R500 nm;R510 nm;R520 nm;R530 nm;R540 nm;R550 nm;R560 nm;R570 nm;R580 nm;R590 nm;R600 nm;R610 nm;R620 nm;R630 nm;R640 nm;R650 nm;R660 nm;R670 nm;R680 nm;R690 nm;R700 nm
1;"-";"Goldfish";"-";"Blackboard ";Scan;"-";"-";"-";Nix Spectro 2;"-";Thu Jun 01 2023 00:02:56 GMT+0000 (Coordinated Universal Time);D65;10;M2;2.38112812e+1;-2.46182185e-1;-1.78344881e-1;2.38112812e+1;3.03994350e-1;2.15921176e+2;3.81621408e-2;4.04244848e-2;4.37160832e-2;56;57;57;#383939;undefined;-;-;-;-;3.81032676e-2;4.07473433e-2;4.13272828e-2;4.04613800e-2;3.96365337e-2;4.07471483e-2;4.14646901e-2;4.13271139e-2;4.06497804e-2;4.06902730e-2;4.08359679e-2;4.07859907e-2;4.04992315e-2;4.08788795e-2;4.06762535e-2;4.02986656e-2;4.00378493e-2;4.06082397e-2;4.02846063e-2;4.02319295e-2;3.99414313e-2;3.96761199e-2;3.97775608e-2;3.99323019e-2;3.98237904e-2;4.02718360e-2;4.01153279e-2;4.03241590e-2;4.04730129e-2;4.05895660e-2;4.02284960e-2
