sep=;
Export Date/Time;Sat Mar 07 2026 22:24:48 GMT+0000 (Coordinated Universal Time);Saved Library Name;Physically Based
Exported From; Saved Library
Index;Original Library Name;Saved Collection Name;Original Color Name;User Color Name;Scan Type;DE00 to Scan;Match Degree;Scan Reference Index;Nix Device;Note;Date Saved;Illuminant;Observer;Measurement Mode;L;a;b;L;c;h;X;Y;Z;sRGB R;sRGB G;sRGB B;HEX;Density Status;Density C;Density M;Density Y;Density K;R400 nm;R410 nm;R420 nm;R430 nm;R440 nm;R450 nm;R460 nm;R470 nm;R480 nm;R490 nm;R500 nm;R510 nm;R520 nm;R530 nm;R540 nm;R550 nm;R560 nm;R570 nm;R580 nm;R590 nm;R600 nm;R610 nm;R620 nm;R630 nm;R640 nm;R650 nm;R660 nm;R670 nm;R680 nm;R690 nm;R700 nm
1;"-";"Manmade";"-";"Toothpaste";Scan;"-";"-";"-";Nix Spectro 2;"-";Mon Mar 02 2026 17:45:30 GMT+0000 (Coordinated Universal Time);D65;10;M2;9.74473210e+1;5.94550088e-2;-5.61286031e-1;9.74473210e+1;5.64426175e-1;2.76046588e+2;8.87208912e-1;9.35424555e-1;1.01241378e+0;247;248;249;#f7f8f9;undefined;-;-;-;-;9.13060516e-1;9.14006621e-1;9.35514361e-1;9.36662138e-1;9.50352550e-1;9.53875363e-1;9.48161036e-1;9.38524067e-1;9.36351717e-1;9.38877404e-1;9.40595001e-1;9.38880235e-1;9.40677464e-1;9.25906658e-1;9.31745738e-1;9.35459524e-1;9.36439633e-1;9.35402334e-1;9.34576899e-1;9.36815321e-1;9.37363416e-1;9.36860144e-1;9.31986719e-1;9.27470565e-1;9.25944239e-1;9.26673800e-1;9.25801575e-1;9.23135817e-1;9.20764893e-1;9.20833349e-1;9.15601790e-1
