sep=;
Export Date/Time;Tue Dec 16 2025 01:01:39 GMT+0000 (Coordinated Universal Time),Saved Library Name;Physically Based
Exported From; Saved Library
Index;Original Library Name;Saved Collection Name;Original Color Name;User Color Name;Scan Type;DE00 to Scan;Match Degree;Scan Reference Index;Nix Device;Note;Date Saved;Illuminant;Observer;Measurement Mode;L;a;b;L;c;h;X;Y;Z;sRGB R;sRGB G;sRGB B;HEX;Density Status;Density C;Density M;Density Y;Density K;R400 nm;R410 nm;R420 nm;R430 nm;R440 nm;R450 nm;R460 nm;R470 nm;R480 nm;R490 nm;R500 nm;R510 nm;R520 nm;R530 nm;R540 nm;R550 nm;R560 nm;R570 nm;R580 nm;R590 nm;R600 nm;R610 nm;R620 nm;R630 nm;R640 nm;R650 nm;R660 nm;R670 nm;R680 nm;R690 nm;R700 nm
1;"-";"Manmade";"-";"Porcelain";Scan;"-";"-";"-";Nix Spectro 2;"-";Sat Dec 13 2025 19:42:26 GMT+0000 (Coordinated Universal Time);D65;10;M2;8.90517696e+1;-4.56288205e-1;1.29606986e+0;8.90517696e+1;1.37404367e+0;1.09394885e+2;7.02071466e-1;7.42738866e-1;7.80001581e-1;224;224;221;#e0e0dd;undefined;-;-;-;-;6.65033281e-1;6.84868336e-1;7.12342590e-1;7.19535351e-1;7.21714050e-1;7.30834693e-1;7.35292107e-1;7.32931525e-1;7.33458608e-1;7.38150299e-1;7.40945995e-1;7.42289543e-1;7.44232506e-1;7.38608301e-1;7.43681490e-1;7.45690078e-1;7.46000648e-1;7.47187525e-1;7.44596511e-1;7.45949477e-1;7.45618463e-1;7.44607091e-1;7.42595673e-1;7.41655409e-1;7.41988063e-1;7.39046603e-1;7.35031992e-1;7.33305305e-1;7.31880218e-1;7.31365532e-1;7.32276201e-1
